,,Ship Mode,First Class,,,Same Day,,,Second Class,,,Standard Class,,
1964,US-2014-169832,23-Feb-19,,2.344,,,,,,,,2.808,,
1965,US-2014-169833,24-Feb-19,,2.344,,,,,,,,2.808,,
1966,US-2014-169834,25-Feb-19,,2.344,,,,,,,,2.808,,
1967,US-2014-169835,26-Feb-19,,2.344,,,,,,,,2.808,,
1968,US-2014-169836,27-Feb-19,,2.344,,,,,,,,2.808,,
1969,US-2014-169837,28-Feb-19,,2.344,,,,,,,,2.808,,
1970,US-2014-169838,1-Mar-19,,2.344,,,,,,,,2.808,,
1971,US-2014-169839,2-Mar-19,,2.344,,,,,,,,2.808,,
1972,US-2014-169840,3-Mar-19,,2.344,,,,,,,,2.808,,
1973,US-2014-169841,4-Mar-19,,2.344,,,,,,,,2.808,,
1974,US-2014-169842,5-Mar-19,,2.344,,,,,,,,2.808,,
1975,US-2014-169843,6-Mar-19,,2.344,,,,,,,,2.808,,
1976,US-2014-169844,7-Mar-19,,2.344,,,,,,,,2.808,,
1977,US-2014-169845,8-Mar-19,,2.344,,,,,,,,2.808,,
1978,US-2014-169846,9-Mar-19,,2.344,,,,,,,,2.808,,
1979,US-2014-169847,10-Mar-19,,2.344,,,,,,,,2.808,,
1980,US-2014-169848,11-Mar-19,,2.344,,,,,,,,2.808,,
1981,US-2014-169849,12-Mar-19,,2.344,,,,,,,,2.808,,
1982,US-2014-169850,13-Mar-19,,2.344,,,,,,,,2.808,,
1983,US-2014-169851,14-Mar-19,,2.344,,,,,,,,2.808,,
1984,US-2014-169852,15-Mar-19,,2.344,,,,,,,,2.808,,
1985,US-2014-169853,16-Mar-19,,2.344,,,,,,,,2.808,,
1986,US-2014-169854,17-Mar-19,,2.344,,,,,,,,2.808,,
1987,US-2014-169855,18-Mar-19,,2.344,,,,,,,,2.808,,
1988,US-2014-169856,19-Mar-19,,2.344,,,,,,,,2.808,,
1989,US-2014-169857,20-Mar-19,,2.344,,,,,,,,2.808,,
1990,US-2014-169858,21-Mar-19,,2.344,,,,,,,,2.808,,
1991,US-2014-169859,22-Mar-19,,2.344,,,,,,,,2.808,,
1992,US-2014-169860,23-Mar-19,,2.344,,,,,,,,2.808,,
1993,US-2014-169861,24-Mar-19,,2.344,,,,,,,,2.808,,
1994,US-2014-169862,25-Mar-19,,2.344,,,,,,,,2.808,,
1995,US-2014-169863,26-Mar-19,,2.344,,,,,,,,2.808,,
1996,US-2014-169864,27-Mar-19,,2.344,,,,,,,,2.808,,
1997,US-2014-169865,28-Mar-19,,2.344,,,,,,,,2.808,,
1998,US-2014-169866,29-Mar-19,,2.344,,,,,,,,2.808,,
1999,US-2014-169867,30-Mar-19,,2.344,,,,,,,,2.808,,
2000,US-2014-169868,31-Mar-19,,2.344,,,,,,,,2.808,,
2001,US-2014-169869,1-Apr-19,,2.344,,,,,,,,2.808,,
2002,US-2014-169870,2-Apr-19,,2.344,,,,,,,,2.808,,
2003,US-2014-169871,3-Apr-19,,2.344,,,,,,,,2.808,,
2004,US-2014-169872,4-Apr-19,,2.344,,,,,,,,2.808,,
2005,US-2014-169873,5-Apr-19,,2.344,,,,,,,,2.808,,
2006,US-2014-169874,6-Apr-19,,2.344,,,,,,,,2.808,,
2007,US-2014-169875,7-Apr-19,,2.344,,,,,,,,2.808,,
2008,US-2014-169876,8-Apr-19,,2.344,,,,,,,,2.808,,
2009,US-2014-169877,9-Apr-19,,2.344,,,,,,,,2.808,,
2010,US-2014-169878,10-Apr-19,,2.344,,,,,,,,2.808,,
2011,US-2014-169879,11-Apr-19,,2.344,,,,,,,,2.808,,
2012,US-2014-169880,12-Apr-19,,2.344,,,,,,,,2.808,,
2013,US-2014-169881,13-Apr-19,,2.344,,,,,,,,2.808,,
2014,US-2014-169882,14-Apr-19,,2.344,,,,,,,,2.808,,
2015,US-2014-169883,15-Apr-19,,2.344,,,,,,,,2.808,,
2016,US-2014-169884,16-Apr-19,,2.344,,,,,,,,2.808,,
2017,US-2014-169885,17-Apr-19,,2.344,,,,,,,,2.808,,
2018,US-2014-169886,18-Apr-19,,2.344,,,,,,,,2.808,,
2019,US-2014-169887,19-Apr-19,,2.344,,,,,,,,2.808,,
2020,US-2014-169888,20-Apr-19,,2.344,,,,,,,,2.808,,
2021,US-2014-169889,21-Apr-19,,2.344,,,,,,,,2.808,,
2022,US-2014-169890,22-Apr-19,,2.344,,,,,,,,2.808,,
2023,US-2014-169891,23-Apr-19,,2.344,,,,,,,,2.808,,
2024,US-2014-169892,24-Apr-19,,2.344,,,,,,,,2.808,,
2025,US-2014-169893,25-Apr-19,,2.344,,,,,,,,2.808,,
2026,US-2014-169894,26-Apr-19,,2.344,,,,,,,,2.808,,
2027,US-2014-169895,27-Apr-19,,2.344,,,,,,,,2.808,,
2028,US-2014-169896,28-Apr-19,,2.344,,,,,,,,2.808,,
2029,US-2014-169897,29-Apr-19,,2.344,,,,,,,,2.808,,
2030,US-2014-169898,30-Apr-19,,2.344,,,,,,,,2.808,,
2031,US-2014-169899,1-May-19,,2.344,,,,,,,,2.808,,
2032,US-2014-169900,2-May-19,,2.344,,,,,,,,2.808,,
2033,US-2014-169901,3-May-19,,2.344,,,,,,,,2.808,,
2034,US-2014-169902,4-May-19,,2.344,,,,,,,,2.808,,
2035,US-2014-169903,5-May-19,,2.344,,,,,,,,2.808,,
2036,US-2014-169904,6-May-19,,2.344,,,,,,,,2.808,,
2037,US-2014-169905,7-May-19,,2.344,,,,,,,,2.808,,
2038,US-2014-169906,8-May-19,,2.344,,,,,,,,2.808,,
2039,US-2014-169907,9-May-19,,2.344,,,,,,,,2.808,,
2040,US-2014-169908,10-May-19,,2.344,,,,,,,,2.808,,
2041,US-2014-169909,11-May-19,,2.344,,,,,,,,2.808,,
2042,US-2014-169910,12-May-19,,2.344,,,,,,,,2.808,,
2043,US-2014-169911,13-May-19,,2.344,,,,,,,,2.808,,
2044,US-2014-169912,14-May-19,,2.344,,,,,,,,2.808,,
2045,US-2014-169913,15-May-19,,2.344,,,,,,,,2.808,,
2046,US-2014-169914,16-May-19,,2.344,,,,,,,,2.808,,
2047,US-2014-169915,17-May-19,,2.344,,,,,,,,2.808,,
2048,US-2014-169916,18-May-19,,2.344,,,,,,,,2.808,,
2049,US-2014-169917,19-May-19,,2.344,,,,,,,,2.808,,
2050,US-2014-169918,20-May-19,,2.344,,,,,,,,2.808,,
2051,US-2014-169919,21-May-19,,2.344,,,,,,,,2.808,,
2052,US-2014-169920,22-May-19,,2.344,,,,,,,,2.808,,
2053,US-2014-169921,23-May-19,,2.344,,,,,,,,2.808,,
2054,US-2014-169922,24-May-19,,2.344,,,,,,,,2.808,,
2055,US-2014-169923,25-May-19,,2.344,,,,,,,,2.808,,
2056,US-2014-169924,26-May-19,,2.344,,,,,,,,2.808,,
2057,US-2014-169925,27-May-19,,2.344,,,,,,,,2.808,,
2058,US-2014-169926,28-May-19,,2.344,,,,,,,,2.808,,
2059,US-2014-169927,29-May-19,,2.344,,,,,,,,2.808,,
2060,US-2014-169928,30-May-19,,2.344,,,,,,,,2.808,,
2061,US-2014-169929,31-May-19,,2.344,,,,,,,,2.808,,
2062,US-2014-169930,1-Jun-19,,2.344,,,,,,,,2.808,,
2063,US-2014-169931,2-Jun-19,,2.344,,,,,,,,2.808,,
2064,US-2014-169932,3-Jun-19,,2.344,,,,,,,,2.808,,
2065,US-2014-169933,4-Jun-19,,2.344,,,,,,,,2.808,,
2066,US-2014-169934,5-Jun-19,,2.344,,,,,,,,2.808,,
2067,US-2014-169935,6-Jun-19,,2.344,,,,,,,,2.808,,
2068,US-2014-169936,7-Jun-19,,2.344,,,,,,,,2.808,,
2069,US-2014-169937,8-Jun-19,,2.344,,,,,,,,2.808,,
2070,US-2014-169938,9-Jun-19,,2.344,,,,,,,,2.808,,
2071,US-2014-169939,10-Jun-19,,2.344,,,,,,,,2.808,,
2072,US-2014-169940,11-Jun-19,,2.344,,,,,,,,2.808,,
2073,US-2014-169941,12-Jun-19,,2.344,,,,,,,,2.808,,
2074,US-2014-169942,13-Jun-19,,2.344,,,,,,,,2.808,,
2075,US-2014-169943,14-Jun-19,,2.344,,,,,,,,2.808,,
2076,US-2014-169944,15-Jun-19,,2.344,,,,,,,,2.808,,
2077,US-2014-169945,16-Jun-19,,2.344,,,,,,,,2.808,,
2078,US-2014-169946,17-Jun-19,,2.344,,,,,,,,2.808,,
2079,US-2014-169947,18-Jun-19,,2.344,,,,,,,,2.808,,
2080,US-2014-169948,19-Jun-19,,2.344,,,,,,,,2.808,,
2081,US-2014-169949,20-Jun-19,,2.344,,,,,,,,2.808,,
2082,US-2014-169950,21-Jun-19,,2.344,,,,,,,,2.808,,
2083,US-2014-169951,22-Jun-19,,2.344,,,,,,,,2.808,,
2084,US-2014-169952,23-Jun-19,,2.344,,,,,,,,2.808,,
2085,US-2014-169953,24-Jun-19,,2.344,,,,,,,,2.808,,
2086,US-2014-169954,25-Jun-19,,2.344,,,,,,,,2.808,,
2087,US-2014-169955,26-Jun-19,,2.344,,,,,,,,2.808,,
2088,US-2014-169956,27-Jun-19,,2.344,,,,,,,,2.808,,
2089,US-2014-169957,28-Jun-19,,2.344,,,,,,,,2.808,,
2090,US-2014-169958,29-Jun-19,,2.344,,,,,,,,2.808,,
2091,US-2014-169959,30-Jun-19,,2.344,,,,,,,,2.808,,
2092,US-2014-169960,1-Jul-19,,2.344,,,,,,,,2.808,,
2093,US-2014-169961,2-Jul-19,,2.344,,,,,,,,2.808,,
2094,US-2014-169962,3-Jul-19,,2.344,,,,,,,,2.808,,
2095,US-2014-169963,4-Jul-19,,2.344,,,,,,,,2.808,,
2096,US-2014-169964,5-Jul-19,,2.344,,,,,,,,2.808,,
2097,US-2014-169965,6-Jul-19,,2.344,,,,,,,,2.808,,
2098,US-2014-169966,7-Jul-19,,2.344,,,,,,,,2.808,,
2099,US-2014-169967,8-Jul-19,,2.344,,,,,,,,2.808,,
2100,US-2014-169968,9-Jul-19,,2.344,,,,,,,,2.808,,
2101,US-2014-169969,10-Jul-19,,2.344,,,,,,,,2.808,,
2102,US-2014-169970,11-Jul-19,,2.344,,,,,,,,2.808,,
2103,US-2014-169971,12-Jul-19,,2.344,,,,,,,,2.808,,
2104,US-2014-169972,13-Jul-19,,2.344,,,,,,,,2.808,,
2105,US-2014-169973,14-Jul-19,,2.344,,,,,,,,2.808,,
2106,US-2014-169974,15-Jul-19,,2.344,,,,,,,,2.808,,
2107,US-2014-169975,16-Jul-19,,2.344,,,,,,,,2.808,,
2108,US-2014-169976,17-Jul-19,,2.344,,,,,,,,2.808,,
2109,US-2014-169977,18-Jul-19,,2.344,,,,,,,,2.808,,
2110,US-2014-169978,19-Jul-19,,2.344,,,,,,,,2.808,,
2111,US-2014-169979,20-Jul-19,,2.344,,,,,,,,2.808,,
2112,US-2014-169980,21-Jul-19,,2.344,,,,,,,,2.808,,
2113,US-2014-169981,22-Jul-19,,2.344,,,,,,,,2.808,,
2114,US-2014-169982,23-Jul-19,,2.344,,,,,,,,2.808,,
2115,US-2014-169983,24-Jul-19,,2.344,,,,,,,,2.808,,
2116,US-2014-169984,25-Jul-19,,2.344,,,,,,,,2.808,,
2117,US-2014-169985,26-Jul-19,,2.344,,,,,,,,2.808,,
2118,US-2014-169986,27-Jul-19,,2.344,,,,,,,,2.808,,
2119,US-2014-169987,28-Jul-19,,2.344,,,,,,,,2.808,,
2120,US-2014-169988,29-Jul-19,,2.344,,,,,,,,2.808,,
2121,US-2014-169989,30-Jul-19,,2.344,,,,,,,,2.808,,
2122,US-2014-169990,31-Jul-19,,2.344,,,,,,,,2.808,,
2123,US-2014-169991,1-Aug-19,,2.344,,,,,,,,2.808,,
2124,US-2014-169992,2-Aug-19,,2.344,,,,,,,,2.808,,
2125,US-2014-169993,3-Aug-19,,2.344,,,,,,,,2.808,,
2126,US-2014-169994,4-Aug-19,,2.344,,,,,,,,2.808,,
2127,US-2014-169995,5-Aug-19,,2.344,,,,,,,,2.808,,
2128,US-2014-169996,6-Aug-19,,2.344,,,,,,,,2.808,,
2129,US-2014-169997,7-Aug-19,,2.344,,,,,,,,2.808,,
2130,US-2014-169998,8-Aug-19,,2.344,,,,,,,,2.808,,
2131,US-2014-169999,9-Aug-19,,2.344,,,,,,,,2.808,,
2132,US-2014-170000,10-Aug-19,,2.344,,,,,,,,2.808,,
2133,US-2014-170001,11-Aug-19,,2.344,,,,,,,,2.808,,
2134,US-2014-170002,12-Aug-19,,2.344,,,,,,,,2.808,,
2135,US-2014-170003,13-Aug-19,,2.344,,,,,,,,2.808,,
2136,US-2014-170004,14-Aug-19,,2.344,,,,,,,,2.808,,
2137,US-2014-170005,15-Aug-19,,2.344,,,,,,,,2.808,,
2138,US-2014-170006,16-Aug-19,,2.344,,,,,,,,2.808,,
2139,US-2014-170007,17-Aug-19,,2.344,,,,,,,,2.808,,
2140,US-2014-170008,18-Aug-19,,2.344,,,,,,,,2.808,,
2141,US-2014-170009,19-Aug-19,,2.344,,,,,,,,2.808,,
2142,US-2014-170010,20-Aug-19,,2.344,,,,,,,,2.808,,
2143,US-2014-170011,21-Aug-19,,2.344,,,,,,,,2.808,,
2144,US-2014-170012,22-Aug-19,,2.344,,,,,,,,2.808,,
2145,US-2014-170013,23-Aug-19,,2.344,,,,,,,,2.808,,
2146,US-2014-170014,24-Aug-19,,2.344,,,,,,,,2.808,,
2147,US-2014-170015,25-Aug-19,,2.344,,,,,,,,2.808,,
2148,US-2014-170016,26-Aug-19,,2.344,,,,,,,,2.808,,
2149,US-2014-170017,27-Aug-19,,2.344,,,,,,,,2.808,,
2150,US-2014-170018,28-Aug-19,,2.344,,,,,,,,2.808,,
2151,US-2014-170019,29-Aug-19,,2.344,,,,,,,,2.808,,
2152,US-2014-170020,30-Aug-19,,2.344,,,,,,,,2.808,,
2153,US-2014-170021,31-Aug-19,,2.344,,,,,,,,2.808,,
2154,US-2014-170022,1-Sep-19,,2.344,,,,,,,,2.808,,
2155,US-2014-170023,2-Sep-19,,2.344,,,,,,,,2.808,,
2156,US-2014-170024,3-Sep-19,,2.344,,,,,,,,2.808,,
2157,US-2014-170025,4-Sep-19,,2.344,,,,,,,,2.808,,
2158,US-2014-170026,5-Sep-19,,2.344,,,,,,,,2.808,,
2159,US-2014-170027,6-Sep-19,,2.344,,,,,,,,2.808,,
2160,US-2014-170028,7-Sep-19,,2.344,,,,,,,,2.808,,
2161,US-2014-170029,8-Sep-19,,2.344,,,,,,,,2.808,,
2162,US-2014-170030,9-Sep-19,,2.344,,,,,,,,2.808,,
2163,US-2014-170031,10-Sep-19,,2.344,,,,,,,,2.808,,
2164,US-2014-170032,11-Sep-19,,2.344,,,,,,,,2.808,,
2165,US-2014-170033,12-Sep-19,,2.344,,,,,,,,2.808,,
2166,US-2014-170034,13-Sep-19,,2.344,,,,,,,,2.808,,
2167,US-2014-170035,14-Sep-19,,2.344,,,,,,,,2.808,,
2168,US-2014-170036,15-Sep-19,,2.344,,,,,,,,2.808,,
2169,US-2014-170037,16-Sep-19,,2.344,,,,,,,,2.808,,
2170,US-2014-170038,17-Sep-19,,2.344,,,,,,,,2.808,,
2171,US-2014-170039,18-Sep-19,,2.344,,,,,,,,2.808,,
2172,US-2014-170040,19-Sep-19,,2.344,,,,,,,,2.808,,
2173,US-2014-170041,20-Sep-19,,2.344,,,,,,,,2.808,,
2174,US-2014-170042,21-Sep-19,,2.344,,,,,,,,2.808,,
2175,US-2014-170043,22-Sep-19,,2.344,,,,,,,,2.808,,
2176,US-2014-170044,23-Sep-19,,2.344,,,,,,,,2.808,,
2177,US-2014-170045,24-Sep-19,,2.344,,,,,,,,2.808,,
2178,US-2014-170046,25-Sep-19,,2.344,,,,,,,,2.808,,
2179,US-2014-170047,26-Sep-19,,2.344,,,,,,,,2.808,,
2180,US-2014-170048,27-Sep-19,,2.344,,,,,,,,2.808,,
2181,US-2014-170049,28-Sep-19,,2.344,,,,,,,,2.808,,
2182,US-2014-170050,29-Sep-19,,2.344,,,,,,,,2.808,,
2183,US-2014-170051,30-Sep-19,,2.344,,,,,,,,2.808,,
2184,US-2014-170052,1-Oct-19,,2.344,,,,,,,,2.808,,
2185,US-2014-170053,2-Oct-19,,2.344,,,,,,,,2.808,,
2186,US-2014-170054,3-Oct-19,,2.344,,,,,,,,2.808,,
2187,US-2014-170055,4-Oct-19,,2.344,,,,,,,,2.808,,
2188,US-2014-170056,5-Oct-19,,2.344,,,,,,,,2.808,,
2189,US-2014-170057,6-Oct-19,,2.344,,,,,,,,2.808,,
2190,US-2014-170058,7-Oct-19,,2.344,,,,,,,,2.808,,
2191,US-2014-170059,8-Oct-19,,2.344,,,,,,,,2.808,,
2192,US-2014-170060,9-Oct-19,,2.344,,,,,,,,2.808,,
2193,US-2014-170061,10-Oct-19,,2.344,,,,,,,,2.808,,
2194,US-2014-170062,11-Oct-19,,2.344,,,,,,,,2.808,,
2195,US-2014-170063,12-Oct-19,,2.344,,,,,,,,2.808,,
2196,US-2014-170064,13-Oct-19,,2.344,,,,,,,,2.808,,
2197,US-2014-170065,14-Oct-19,,2.344,,,,,,,,2.808,,
2198,US-2014-170066,15-Oct-19,,2.344,,,,,,,,2.808,,
2199,US-2014-170067,16-Oct-19,,2.344,,,,,,,,2.808,,
2200,US-2014-170068,17-Oct-19,,2.344,,,,,,,,2.808,,
2201,US-2014-170069,18-Oct-19,,2.344,,,,,,,,2.808,,
2202,US-2014-170070,19-Oct-19,,2.344,,,,,,,,2.808,,
2203,US-2014-170071,20-Oct-19,,2.344,,,,,,,,2.808,,
2204,US-2014-170072,21-Oct-19,,2.344,,,,,,,,2.808,,
2205,US-2014-170073,22-Oct-19,,2.344,,,,,,,,2.808,,
2206,US-2014-170074,23-Oct-19,,2.344,,,,,,,,2.808,,
2207,US-2014-170075,24-Oct-19,,2.344,,,,,,,,2.808,,
2208,US-2014-170076,25-Oct-19,,2.344,,,,,,,,2.808,,
2209,US-2014-170077,26-Oct-19,,2.344,,,,,,,,2.808,,
2210,US-2014-170078,27-Oct-19,,2.344,,,,,,,,2.808,,
2211,US-2014-170079,28-Oct-19,,2.344,,,,,,,,2.808,,
2212,US-2014-170080,29-Oct-19,,2.344,,,,,,,,2.808,,
2213,US-2014-170081,30-Oct-19,,2.344,,,,,,,,2.808,,
2214,US-2014-170082,31-Oct-19,,2.344,,,,,,,,2.808,,
2215,US-2014-170083,1-Nov-19,,2.344,,,,,,,,2.808,,
2216,US-2014-170084,2-Nov-19,,2.344,,,,,,,,2.808,,
2217,US-2014-170085,3-Nov-19,,2.344,,,,,,,,2.808,,
2218,US-2014-170086,4-Nov-19,,2.344,,,,,,,,2.808,,
2219,US-2014-170087,5-Nov-19,,2.344,,,,,,,,2.808,,
2220,US-2014-170088,6-Nov-19,,2.344,,,,,,,,2.808,,
2221,US-2014-170089,7-Nov-19,,2.344,,,,,,,,2.808,,
2222,US-2014-170090,8-Nov-19,,2.344,,,,,,,,2.808,,
2223,US-2014-170091,9-Nov-19,,2.344,,,,,,,,2.808,,
2224,US-2014-170092,10-Nov-19,,2.344,,,,,,,,2.808,,
2225,US-2014-170093,11-Nov-19,,2.344,,,,,,,,2.808,,
2226,US-2014-170094,12-Nov-19,,2.344,,,,,,,,2.808,,
2227,US-2014-170095,13-Nov-19,,2.344,,,,,,,,2.808,,
2228,US-2014-170096,14-Nov-19,,2.344,,,,,,,,2.808,,
2229,US-2014-170097,15-Nov-19,,2.344,,,,,,,,2.808,,
2230,US-2014-170098,16-Nov-19,,2.344,,,,,,,,2.808,,
2231,US-2014-170099,17-Nov-19,,2.344,,,,,,,,2.808,,
2232,US-2014-170100,18-Nov-19,,2.344,,,,,,,,2.808,,
2233,US-2014-170101,19-Nov-19,,2.344,,,,,,,,2.808,,
2234,US-2014-170102,20-Nov-19,,2.344,,,,,,,,2.808,,
2235,US-2014-170103,21-Nov-19,,2.344,,,,,,,,2.808,,
2236,US-2014-170104,22-Nov-19,,2.344,,,,,,,,2.808,,
2237,US-2014-170105,23-Nov-19,,2.344,,,,,,,,2.808,,
2238,US-2014-170106,24-Nov-19,,2.344,,,,,,,,2.808,,
2239,US-2014-170107,25-Nov-19,,2.344,,,,,,,,2.808,,
2240,US-2014-170108,26-Nov-19,,2.344,,,,,,,,2.808,,
2241,US-2014-170109,27-Nov-19,,2.344,,,,,,,,2.808,,
2242,US-2014-170110,28-Nov-19,,2.344,,,,,,,,2.808,,
2243,US-2014-170111,29-Nov-19,,2.344,,,,,,,,2.808,,
2244,US-2014-170112,30-Nov-19,,2.344,,,,,,,,2.808,,
2245,US-2014-170113,1-Dec-19,,2.344,,,,,,,,2.808,,
2246,US-2014-170114,2-Dec-19,,2.344,,,,,,,,2.808,,
2247,US-2014-170115,3-Dec-19,,2.344,,,,,,,,2.808,,
2248,US-2014-170116,4-Dec-19,,2.344,,,,,,,,2.808,,
2249,US-2014-170117,5-Dec-19,,2.344,,,,,,,,2.808,,
2250,US-2014-170118,6-Dec-19,,2.344,,,,,,,,2.808,,
2251,US-2014-170119,7-Dec-19,,2.344,,,,,,,,2.808,,
2252,US-2014-170120,8-Dec-19,,2.344,,,,,,,,2.808,,
2253,US-2014-170121,9-Dec-19,,2.344,,,,,,,,2.808,,
2254,US-2014-170122,10-Dec-19,,2.344,,,,,,,,2.808,,
2255,US-2014-170123,11-Dec-19,,2.344,,,,,,,,2.808,,
2256,US-2014-170124,12-Dec-19,,2.344,,,,,,,,2.808,,
2257,US-2014-170125,13-Dec-19,,2.344,,,,,,,,2.808,,
2258,US-2014-170126,14-Dec-19,,2.344,,,,,,,,2.808,,
2259,US-2014-170127,15-Dec-19,,2.344,,,,,,,,2.808,,
2260,US-2014-170128,16-Dec-19,,2.344,,,,,,,,2.808,,
2261,US-2014-170129,17-Dec-19,,2.344,,,,,,,,2.808,,
2262,US-2014-170130,18-Dec-19,,2.344,,,,,,,,2.808,,
2263,US-2014-170131,19-Dec-19,,2.344,,,,,,,,2.808,,
2264,US-2014-170132,20-Dec-19,,2.344,,,,,,,,2.808,,
2265,US-2014-170133,21-Dec-19,,2.344,,,,,,,,2.808,,
2266,US-2014-170134,22-Dec-19,,2.344,,,,,,,,2.808,,
2267,US-2014-170135,23-Dec-19,,2.344,,,,,,,,2.808,,
2268,US-2014-170136,24-Dec-19,,2.344,,,,,,,,2.808,,
2269,US-2014-170137,25-Dec-19,,2.344,,,,,,,,2.808,,
2270,US-2014-170138,26-Dec-19,,2.344,,,,,,,,2.808,,
2271,US-2014-170139,27-Dec-19,,2.344,,,,,,,,2.808,,
2272,US-2014-170140,28-Dec-19,,2.344,,,,,,,,2.808,,
2273,US-2014-170141,29-Dec-19,,2.344,,,,,,,,2.808,,
2274,US-2014-170142,30-Dec-19,,2.344,,,,,,,,2.808,,
2275,US-2014-170143,31-Dec-19,,2.344,,,,,,,,2.808,,
2276,US-2014-170144,1-Jan-20,,2.344,,,,,,,,2.808,,
2277,US-2014-170145,2-Jan-20,,2.344,,,,,,,,2.808,,
2278,US-2014-170146,3-Jan-20,,2.344,,,,,,,,2.808,,
2279,US-2014-170147,4-Jan-20,,2.344,,,,,,,,2.808,,
2280,US-2014-170148,5-Jan-20,,2.344,,,,,,,,2.808,,
2281,US-2014-170149,6-Jan-20,,2.344,,,,,,,,2.808,,
2282,US-2014-170150,7-Jan-20,,2.344,,,,,,,,2.808,,
2283,US-2014-170151,8-Jan-20,,2.344,,,,,,,,2.808,,
2284,US-2014-170152,9-Jan-20,,2.344,,,,,,,,2.808,,
2285,US-2014-170153,10-Jan-20,,2.344,,,,,,,,2.808,,
2286,US-2014-170154,11-Jan-20,,2.344,,,,,,,,2.808,,
2287,US-2014-170155,12-Jan-20,,2.344,,,,,,,,2.808,,
2288,US-2014-170156,13-Jan-20,,2.344,,,,,,,,2.808,,
2289,US-2014-170157,14-Jan-20,,2.344,,,,,,,,2.808,,
2290,US-2014-170158,15-Jan-20,,2.344,,,,,,,,2.808,,
2291,US-2014-170159,16-Jan-20,,2.344,,,,,,,,2.808,,
2292,US-2014-170160,17-Jan-20,,2.344,,,,,,,,2.808,,
2293,US-2014-170161,18-Jan-20,,2.344,,,,,,,,2.808,,
2294,US-2014-170162,19-Jan-20,,2.344,,,,,,,,2.808,,
2295,US-2014-170163,20-Jan-20,,2.344,,,,,,,,2.808,,
2296,US-2014-170164,21-Jan-20,,2.344,,,,,,,,2.808,,
2297,US-2014-170165,22-Jan-20,,2.344,,,,,,,,2.808,,
2298,US-2014-170166,23-Jan-20,,2.344,,,,,,,,2.808,,
2299,US-2014-170167,24-Jan-20,,2.344,,,,,,,,2.808,,
2300,US-2014-170168,25-Jan-20,,2.344,,,,,,,,2.808,,
2301,US-2014-170169,26-Jan-20,,2.344,,,,,,,,2.808,,
2302,US-2014-170170,27-Jan-20,,2.344,,,,,,,,2.808,,
2303,US-2014-170171,28-Jan-20,,2.344,,,,,,,,2.808,,
2304,US-2014-170172,29-Jan-20,,2.344,,,,,,,,2.808,,
2305,US-2014-170173,30-Jan-20,,2.344,,,,,,,,2.808,,
2306,US-2014-170174,31-Jan-20,,2.344,,,,,,,,2.808,,
2307,US-2014-170175,1-Feb-20,,2.344,,,,,,,,2.808,,
2308,US-2014-170176,2-Feb-20,,2.344,,,,,,,,2.808,,
2309,US-2014-170177,3-Feb-20,,2.344,,,,,,,,2.808,,
2310,US-2014-170178,4-Feb-20,,2.344,,,,,,,,2.808,,
2311,US-2014-170179,5-Feb-20,,2.344,,,,,,,,2.808,,
2312,US-2014-170180,6-Feb-20,,2.344,,,,,,,,2.808,,
2313,US-2014-170181,7-Feb-20,,2.344,,,,,,,,2.808,,
2314,US-2014-170182,8-Feb-20,,2.344,,,,,,,,2.808,,
2315,US-2014-170183,9-Feb-20,,2.344,,,,,,,,2.808,,
2316,US-2014-170184,10-Feb-20,,2.344,,,,,,,,2.808,,
2317,US-2014-170185,11-Feb-20,,2.344,,,,,,,,2.808,,
2318,US-2014-170186,12-Feb-20,,2.344,,,,,,,,2.808,,
2319,US-2014-170187,13-Feb-20,,2.344,,,,,,,,2.808,,
2320,US-2014-170188,14-Feb-20,,2.344,,,,,,,,2.808,,
2321,US-2014-170189,15-Feb-20,,2.344,,,,,,,,2.808,,
2322,US-2014-170190,16-Feb-20,,2.344,,,,,,,,2.808,,
2323,US-2014-170191,17-Feb-20,,2.344,,,,,,,,2.808,,
2324,US-2014-170192,18-Feb-20,,2.344,,,,,,,,2.808,,
2325,US-2014-170193,19-Feb-20,,2.344,,,,,,,,2.808,,
2326,US-2014-170194,20-Feb-20,,2.344,,,,,,,,2.808,,
2327,US-2014-170195,21-Feb-20,,2.344,,,,,,,,2.808,,
2328,US-2014-170196,22-Feb-20,,2.344,,,,,,,,2.808,,
2329,US-2014-170197,23-Feb-20,,2.344,,,,,,,,2.808,,
2330,US-2014-170198,24-Feb-20,,2.344,,,,,,,,2.808,,
2331,US-2014-170199,25-Feb-20,,2.344,,,,,,,,2.808,,
2332,US-2014-170200,26-Feb-20,,2.344,,,,,,,,2.808,,
2333,US-2014-170201,27-Feb-20,,2.344,,,,,,,,2.808,,
2334,US-2014-170202,28-Feb-20,,2.344,,,,,,,,2.808,,
2335,US-2014-170203,29-Feb-20,,2.344,,,,,,,,2.808,,
2336,US-2014-170204,1-Mar-20,,2.344,,,,,,,,2.808,,
2337,US-2014-170205,2-Mar-20,,2.344,,,,,,,,2.808,,
2338,US-2014-170206,3-Mar-20,,2.344,,,,,,,,2.808,,
2339,US-2014-170207,4-Mar-20,,2.344,,,,,,,,2.808,,
2340,US-2014-170208,5-Mar-20,,2.344,,,,,,,,2.808,,
2341,US-2014-170209,6-Mar-20,,2.344,,,,,,,,2.808,,
2342,US-2014-170210,7-Mar-20,,2.344,,,,,,,,2.808,,
